sample_id,true_label,true_class,predicted_label,predicted_class,correct,prob_Apis mellifera,prob_Vanessa atalanta,prob_Harmonia axyridis,prob_Pieris rapae,prob_Coccinella septempunctata,prob_Vanessa cardui,prob_Nymphalis antiopa,prob_Other,confidence_margin
1146,7,Other,0,Apis mellifera,0,0.65389895,0.00049191137,1.3801681e-05,0.0068868143,1.0533915e-05,4.43571e-05,0.027948141,0.3107055,0.3431934416294098
1151,3,Pieris rapae,7,Other,0,4.8182737e-06,6.619858e-10,4.1537734e-10,0.006101924,1.2742219e-06,5.523156e-08,2.4167097e-09,0.99389195,0.9877900304272771
1159,6,Nymphalis antiopa,7,Other,0,6.140523e-07,0.0037323802,4.75251e-05,8.858188e-05,7.427783e-08,4.4492576e-06,0.3429776,0.6531488,0.3101711571216583
1162,3,Pieris rapae,7,Other,0,0.0004503509,2.986101e-09,1.1205329e-10,0.01985507,7.136702e-06,7.036109e-06,3.8268042e-10,0.9796805,0.9598254077136517
1167,0,Apis mellifera,7,Other,0,0.28500572,1.0782937e-05,4.9307896e-06,6.5007735e-05,1.2142789e-07,3.4294728e-06,0.0024258106,0.7124841,0.4274784028530121
1172,7,Other,6,Nymphalis antiopa,0,7.3364804e-06,6.6065204e-06,2.515768e-08,1.2173568e-07,2.2292626e-09,2.927481e-07,0.9319635,0.06802209,0.863941416144371
1182,0,Apis mellifera,7,Other,0,0.013568835,7.437821e-08,2.8416227e-07,1.947637e-06,1.6999519e-06,2.5871138e-06,5.054981e-08,0.98642457,0.9728557299822569
1185,0,Apis mellifera,7,Other,0,0.03174474,0.014860778,2.2113154e-05,0.00026843604,0.0003137536,0.0003967254,0.017458465,0.934935,0.9031902328133583
1190,2,Harmonia axyridis,7,Other,0,0.00010487207,8.4091094e-05,0.2965669,9.340275e-06,0.0011259267,0.2347117,0.0020824966,0.46531466,0.16874775290489197
1218,0,Apis mellifera,6,Nymphalis antiopa,0,0.021431599,0.0037592992,0.04240086,0.00015448352,0.01125813,0.0053628073,0.6741335,0.24149941,0.6527018807828426
1223,1,Vanessa atalanta,7,Other,0,1.577816e-05,9.036303e-09,0.010426514,1.3349468e-08,1.0569693e-11,1.1296768e-12,6.280341e-11,0.9895577,0.9895576744315617
1229,7,Other,1,Vanessa atalanta,0,4.0203878e-07,0.9541736,5.886871e-06,3.1958718e-06,1.9615905e-07,0.008204595,0.00010119455,0.03751081,0.9166628159582615
1231,5,Vanessa cardui,7,Other,0,2.510751e-07,1.48523265e-08,1.8453151e-09,2.1564007e-07,4.580741e-08,0.003183851,5.979181e-07,0.996815,0.993631174787879
1234,0,Apis mellifera,7,Other,0,0.0637746,1.5467873e-07,0.00039017698,4.7780594e-07,0.00032566465,6.5486793e-06,1.1633348e-07,0.9355023,0.8717276901006699
1240,0,Apis mellifera,7,Other,0,0.0021371238,1.2159819e-07,5.3929793e-06,2.5124297e-07,4.18693e-07,1.4804722e-06,3.816495e-09,0.99785525,0.9957181222271174
1242,7,Other,4,Coccinella septempunctata,0,2.8744827e-05,1.3106043e-09,0.08262984,2.0364548e-06,0.7339445,5.5826055e-09,6.433208e-08,0.18339488,0.5505495965480804
1250,0,Apis mellifera,7,Other,0,0.006904458,5.224525e-05,5.155384e-06,1.4312435e-06,7.590077e-07,1.2517683e-06,3.7921896e-07,0.99303436,0.9861299046315253
1253,0,Apis mellifera,7,Other,0,7.183494e-05,3.3220285e-06,2.0548279e-07,2.0281414e-06,6.392612e-07,7.905257e-07,4.134732e-05,0.99987984,0.9998080020959605
1267,0,Apis mellifera,7,Other,0,0.02950505,0.00030985088,5.0894437e-07,0.00092170417,2.0145503e-06,0.0005000177,2.8773286e-06,0.968758,0.9392529372125864
1270,0,Apis mellifera,7,Other,0,0.06051916,0.02999786,0.00036368606,0.0002015091,6.761815e-05,4.783016e-07,0.00039063857,0.908459,0.8479398488998413
1276,3,Pieris rapae,7,Other,0,0.03043312,0.0212317,0.0013951538,0.003574377,1.0323e-05,0.0006739051,0.43166915,0.51101226,0.5074378792196512
1282,4,Coccinella septempunctata,2,Harmonia axyridis,0,6.9399716e-06,4.911258e-09,0.9912164,5.89288e-09,0.008771781,1.2775966e-08,1.3200312e-08,4.7556964e-06,0.9824446402490139
1286,7,Other,1,Vanessa atalanta,0,1.9469562e-05,0.9998202,9.797998e-06,9.046789e-06,7.7733885e-06,1.5016199e-05,3.4924e-05,8.393482e-05,0.9997362379654078
1299,3,Pieris rapae,7,Other,0,7.0039095e-09,2.7235272e-10,6.8115187e-06,0.17341037,2.2318716e-07,9.603586e-09,1.1521133e-09,0.82658255,0.653172180056572
1305,0,Apis mellifera,6,Nymphalis antiopa,0,0.007837409,0.0039410978,1.8188794e-06,0.0020464729,0.001248154,0.001971992,0.91191286,0.07104011,0.9040754493325949
1332,4,Coccinella septempunctata,7,Other,0,0.0034837532,0.027277894,8.9086825e-06,0.07593667,0.20799272,0.053850286,0.085212246,0.54623747,0.3382447510957718
1341,0,Apis mellifera,7,Other,0,1.0651903e-06,2.9400624e-07,1.5602264e-10,4.4589092e-07,1.9115027e-09,3.5470161e-06,6.4650996e-09,0.99999464,0.9999935703916663
1343,5,Vanessa cardui,1,Vanessa atalanta,0,6.3144485e-05,0.98131496,3.1135022e-07,0.00013169771,1.9425504e-05,0.01833189,9.233958e-06,0.00012935285,0.9629830662161112
1344,7,Other,2,Harmonia axyridis,0,0.000777861,0.0023292638,0.79260075,2.4102697e-05,0.00017825709,0.00025706555,5.483078e-07,0.20383215,0.5887686014175415
1347,0,Apis mellifera,7,Other,0,0.00012553527,5.37017e-05,1.56458e-05,2.7578963e-05,2.8682317e-07,1.1652104e-05,5.9630187e-05,0.999706,0.999580435018288
1348,4,Coccinella septempunctata,1,Vanessa atalanta,0,0.3729935,0.62516594,0.000800626,1.1999217e-06,0.0007372591,0.0002490918,1.8226115e-07,5.2226696e-05,0.6244286802248098
1357,3,Pieris rapae,7,Other,0,8.892866e-10,1.218881e-10,2.5171365e-11,0.0013711003,1.8365988e-11,4.762978e-10,6.641335e-09,0.998629,0.9972578736487776
1367,0,Apis mellifera,7,Other,0,0.014685551,2.3443114e-08,8.334279e-11,1.1942412e-07,3.432184e-07,6.03518e-08,4.3300744e-10,0.9853139,0.9706283416599035
1370,0,Apis mellifera,6,Nymphalis antiopa,0,0.010001809,0.060598224,0.00011694592,0.00030699605,7.178075e-05,0.0075962977,0.65979314,0.26151475,0.6497913291677833
1375,3,Pieris rapae,7,Other,0,5.7897364e-06,2.9518613e-08,8.5504234e-07,0.20653507,1.6191865e-09,5.749742e-07,7.749707e-09,0.79345775,0.58692267537117
1379,0,Apis mellifera,2,Harmonia axyridis,0,0.025532385,2.2759943e-05,0.5588834,4.701001e-06,8.79639e-06,4.3235086e-05,1.243774e-06,0.4155034,0.5333510432392359
1383,0,Apis mellifera,7,Other,0,0.24598008,2.5305615e-06,1.4320829e-06,4.1436262e-05,3.7298203e-05,4.460806e-05,2.4119388e-05,0.7538686,0.5078884959220886
1399,0,Apis mellifera,7,Other,0,0.0052096588,6.1045613e-09,9.960644e-08,1.5683472e-08,7.3815767e-09,2.329603e-08,3.966081e-10,0.9947902,0.9895805376581848
1412,0,Apis mellifera,3,Pieris rapae,0,0.17267993,0.005781494,0.0028943692,0.59756774,0.00039614338,1.9238323e-05,0.00024566802,0.22041541,0.4248878061771393
1414,3,Pieris rapae,2,Harmonia axyridis,0,0.00026132335,0.00016109756,0.7553805,0.20111933,0.00037084927,7.889194e-05,0.029202458,0.013425515,0.554261177778244
1424,2,Harmonia axyridis,7,Other,0,7.257975e-05,4.4128965e-06,0.44136462,3.5636974e-06,0.0016549435,7.750552e-07,4.4740506e-07,0.5568987,0.11553409695625305
1435,0,Apis mellifera,7,Other,0,0.27844277,5.392461e-06,1.4065739e-07,3.357589e-06,5.0295843e-09,3.318839e-06,9.678805e-07,0.721544,0.44310125708580017
1439,7,Other,0,Apis mellifera,0,0.9632656,8.918915e-09,5.052599e-07,6.7086368e-09,1.9715654e-10,1.3633928e-06,3.7253272e-08,0.036732566,0.9265330322086811
1460,4,Coccinella septempunctata,2,Harmonia axyridis,0,0.00011234808,0.0024948523,0.5842545,0.00018422547,0.24295247,0.0020664649,0.00024397612,0.16769114,0.3413020372390747
1474,2,Harmonia axyridis,7,Other,0,9.616606e-06,1.3604781e-10,0.2660061,2.2415686e-07,1.3963198e-06,3.9107945e-10,3.821648e-08,0.7339826,0.46797651052474976
1480,5,Vanessa cardui,1,Vanessa atalanta,0,0.00045026027,0.9702314,4.1729247e-05,2.8917108e-05,6.751337e-06,0.023492688,0.0048418413,0.0009064407,0.946738725528121
1488,0,Apis mellifera,7,Other,0,0.051832996,7.8458436e-07,1.1955665e-07,1.2254954e-05,1.986628e-08,3.238217e-05,2.8562518e-08,0.94812137,0.8962883725762367
1491,7,Other,2,Harmonia axyridis,0,1.9425693e-07,0.00017957874,0.99757415,6.264378e-05,0.00011570031,5.216526e-08,1.3262157e-06,0.002066314,0.9955078365746886
1500,7,Other,2,Harmonia axyridis,0,0.0077020004,1.3496375e-05,0.7560049,4.9502054e-05,0.0032296558,0.004061056,0.0029885678,0.22595082,0.5300541073083878
1501,7,Other,0,Apis mellifera,0,0.6625728,0.037448578,0.0014180501,8.88291e-05,0.00029134468,0.00050687126,0.0007236515,0.2969498,0.36562299728393555
1511,6,Nymphalis antiopa,7,Other,0,0.07974931,0.002446033,0.00065962004,0.0009867074,0.1468187,0.00078222266,0.008761987,0.7597954,0.7510334402322769
1512,0,Apis mellifera,7,Other,0,0.1199117,1.7371985e-05,0.00042608017,0.0008280692,0.00034896695,3.919307e-06,7.562134e-05,0.8783883,0.758476585149765
1519,0,Apis mellifera,7,Other,0,0.035317797,0.024225866,0.1937948,0.00011083517,0.00053526374,0.00318967,0.0010290731,0.7417967,0.706478875130415
1520,7,Other,4,Coccinella septempunctata,0,5.00646e-10,5.6524248e-09,0.00018375547,1.55289e-08,0.99981624,4.072291e-09,3.3888118e-11,3.7195665e-08,0.9998162016844923
1526,0,Apis mellifera,7,Other,0,0.1176856,0.0002671393,5.0865024e-06,2.3779752e-05,4.316486e-07,1.7348826e-05,1.0013969e-06,0.88199955,0.7643139511346817
1530,5,Vanessa cardui,7,Other,0,0.023149295,0.02806323,3.6644986e-05,0.00042898976,8.1488e-05,0.012343533,0.35087743,0.5850193,0.5726757571101189
1535,5,Vanessa cardui,7,Other,0,3.130446e-05,0.15030038,7.0345876e-09,9.453632e-07,5.982456e-08,0.0053627095,8.62918e-07,0.84430367,0.8389409580267966
1538,6,Nymphalis antiopa,7,Other,0,7.458235e-07,0.00024581535,3.6709177e-10,4.4872515e-05,2.0497674e-07,1.4570322e-05,0.048647404,0.95104635,0.902398943901062
1568,7,Other,4,Coccinella septempunctata,0,0.07937973,0.40340778,0.016816923,0.008268104,0.47840622,0.0003580847,0.0064893477,0.00687385,0.4715323708951473
1574,5,Vanessa cardui,7,Other,0,8.233703e-08,1.9243915e-05,1.8393435e-10,1.841124e-09,7.254312e-09,0.3750979,6.468349e-08,0.62488276,0.24978485703468323
1585,7,Other,2,Harmonia axyridis,0,1.03075245e-05,6.049694e-08,0.7354022,1.7899163e-09,1.9014126e-06,1.4110444e-09,1.946672e-08,0.26458552,0.4708167016506195
1597,2,Harmonia axyridis,7,Other,0,0.00024076467,6.7101435e-05,0.22507343,3.269358e-05,1.004995e-05,3.1468423e-06,3.5385283e-06,0.7745693,0.5494958460330963
1626,7,Other,0,Apis mellifera,0,0.9935197,4.8878494e-08,7.167609e-07,1.4396473e-05,1.8488549e-06,1.7473631e-08,6.971775e-05,0.0063935374,0.9871261860243976
1637,0,Apis mellifera,7,Other,0,0.10777413,3.760459e-07,2.5078226e-10,1.3079209e-06,6.0524556e-08,2.1191736e-05,6.3516805e-09,0.8922029,0.784428782761097
1642,0,Apis mellifera,7,Other,0,2.3353884e-06,3.3582432e-09,3.0624586e-10,2.317144e-06,2.6922296e-09,4.6256378e-07,5.4649504e-08,0.9999949,0.9999925386121049
1649,0,Apis mellifera,7,Other,0,0.43170485,6.532191e-08,6.0332413e-06,6.0637467e-07,3.3340828e-07,3.4174557e-06,2.9561964e-08,0.56828475,0.13657990097999573
1660,7,Other,6,Nymphalis antiopa,0,2.4224134e-06,0.00027402228,6.0061983e-10,2.4602485e-08,2.234269e-09,1.18562276e-07,0.9995308,0.000192619,0.9993381732347189
1674,0,Apis mellifera,2,Harmonia axyridis,0,0.4399243,5.2109295e-05,0.5418117,9.606061e-07,0.00043324044,1.9377807e-05,0.012463431,0.005294853,0.10188740491867065
1677,0,Apis mellifera,7,Other,0,0.16482836,0.00017582008,7.9133054e-11,1.6496774e-06,5.0626174e-09,4.0827086e-07,1.0618707e-07,0.8349937,0.6701653599739075
1723,0,Apis mellifera,7,Other,0,0.06557017,2.786975e-06,2.442847e-09,0.0005097574,1.8040936e-08,1.4677721e-07,1.8859074e-06,0.93391526,0.8683450892567635
1739,6,Nymphalis antiopa,1,Vanessa atalanta,0,3.4566412e-05,0.63092536,5.59915e-06,2.1252778e-05,3.7597474e-06,6.800859e-06,0.365577,0.0034255756,0.265348345041275
1747,3,Pieris rapae,7,Other,0,0.008071212,2.3263217e-05,0.00016977705,0.25849986,0.0007319008,0.00021449004,0.0003031034,0.73198634,0.4734864830970764
1759,0,Apis mellifera,7,Other,0,0.029293014,8.450454e-05,4.943551e-06,1.3144194e-06,8.6909765e-08,4.8024132e-05,2.9141526e-07,0.9705677,0.9412746895104647
1762,7,Other,3,Pieris rapae,0,8.6689225e-09,1.6636236e-11,1.2367458e-11,0.97292376,2.3016046e-10,3.0067187e-09,3.65603e-12,0.027076196,0.9458475597202778
1764,0,Apis mellifera,7,Other,0,0.46467838,6.4143414e-06,2.3552527e-06,4.724328e-06,1.355808e-05,2.2659663e-06,6.977448e-05,0.5352225,0.07054409384727478
1768,5,Vanessa cardui,7,Other,0,0.008254936,0.0027164444,3.1401036e-08,0.0011918145,0.0003196009,0.17772269,0.019932726,0.7898617,0.6121389865875244
1773,0,Apis mellifera,7,Other,0,0.0010658154,1.5728127e-05,1.004217e-09,1.5138857e-08,1.2128111e-08,7.214993e-06,7.9561204e-08,0.998911,0.9978452076902613
1790,7,Other,6,Nymphalis antiopa,0,0.0063951416,3.4757961e-06,2.152236e-05,3.3057855e-05,2.9664705e-05,0.0015732588,0.8256819,0.16626199,0.6594199389219284
1813,0,Apis mellifera,1,Vanessa atalanta,0,0.008200859,0.6238272,0.00014005651,0.0005653794,0.00034939722,0.0028178263,0.0031681568,0.36093116,0.6156263602897525
1814,0,Apis mellifera,7,Other,0,0.15992114,6.2867434e-06,8.947111e-07,0.0018847401,1.4953436e-07,2.2056677e-06,1.5747373e-08,0.83818454,0.678263396024704
1827,0,Apis mellifera,7,Other,0,3.0370973e-05,8.536009e-06,1.025468e-10,6.95648e-09,5.4212475e-09,0.00010398115,0.00010493169,0.9997521,0.9997217333093431
1829,4,Coccinella septempunctata,7,Other,0,0.27503064,0.00027480384,4.6593465e-07,0.0003624924,0.14876728,0.00043631482,0.0047523975,0.5703756,0.4216083437204361
1851,0,Apis mellifera,7,Other,0,0.023461381,0.012515385,3.5832146e-10,2.512918e-05,6.332839e-07,5.0060366e-06,2.7166612e-05,0.96396536,0.9405039753764868
1853,0,Apis mellifera,7,Other,0,0.038821433,0.00010310042,3.860409e-08,0.0069105625,6.6216844e-06,5.7064393e-05,1.2265021e-05,0.95408887,0.9152674339711666
1860,0,Apis mellifera,7,Other,0,0.13763021,4.2046333e-05,8.5628095e-08,3.5291574e-05,6.8736455e-07,0.0010036754,3.1214196e-05,0.86125684,0.7236266285181046
1871,0,Apis mellifera,7,Other,0,0.05556706,0.0001781372,9.734182e-07,0.017131537,6.848806e-07,2.0319007e-06,0.0026384818,0.92448103,0.8689139746129513
1873,4,Coccinella septempunctata,7,Other,0,7.542828e-06,1.2862641e-08,6.393022e-06,9.309179e-09,0.1099097,4.7886977e-07,6.365377e-10,0.89007586,0.7801661640405655
1886,0,Apis mellifera,7,Other,0,5.040079e-06,8.5244665e-09,1.1283808e-11,1.3099394e-10,1.7822838e-10,2.1922299e-10,1.9616364e-08,0.999995,0.9999899531308074
1889,3,Pieris rapae,7,Other,0,1.6767592e-08,6.7839525e-09,1.3048286e-11,5.110473e-05,3.127631e-08,5.8130486e-06,1.3351199e-05,0.99992967,0.9998785617899557
1893,7,Other,2,Harmonia axyridis,0,6.137432e-07,2.5586148e-06,0.93055063,7.7868316e-07,0.04410367,3.5014386e-07,0.010105695,0.015235618,0.9153150171041489
1912,0,Apis mellifera,7,Other,0,0.00817508,1.7306351e-06,2.460437e-08,1.5838179e-05,2.3078677e-09,1.1150917e-05,7.1694394e-08,0.9917961,0.9836209965869784
1913,0,Apis mellifera,7,Other,0,0.22771245,7.579972e-05,0.0013155842,7.015725e-07,1.6157079e-05,6.4549844e-05,6.528826e-05,0.7707495,0.5430370569229126
1916,0,Apis mellifera,2,Harmonia axyridis,0,4.3259497e-05,0.00042896296,0.98787606,6.818678e-06,0.011617722,1.4587563e-07,1.263774e-06,2.574832e-05,0.9878327981277835
1929,0,Apis mellifera,7,Other,0,0.09444898,4.909976e-12,4.4969825e-13,2.0308266e-09,4.805286e-11,1.4356116e-10,1.4979115e-13,0.905551,0.811102032661438
1931,0,Apis mellifera,7,Other,0,0.104820594,1.9875651e-07,2.6179641e-06,3.2447213e-05,1.05923145e-05,2.4911747e-06,3.2980645e-06,0.8951277,0.7903071194887161
1934,7,Other,6,Nymphalis antiopa,0,0.00021316897,0.00019228554,0.00010710829,1.1441263e-08,9.168934e-06,3.703756e-07,0.9915652,0.007912673,0.9836525544524193
1957,0,Apis mellifera,7,Other,0,0.40484914,0.00031477446,5.909295e-07,9.9426456e-05,1.9878634e-07,0.00020689797,3.8000545e-07,0.5945287,0.18967953324317932
1971,7,Other,1,Vanessa atalanta,0,0.00012629761,0.9810476,0.0003861584,1.3970846e-06,6.344102e-06,1.00408e-05,0.00022953558,0.018192599,0.9628549721091986
1974,0,Apis mellifera,7,Other,0,0.02041393,1.6443356e-09,2.3915075e-10,4.2116817e-08,1.2129384e-07,8.234733e-06,4.629502e-08,0.9795776,0.9591636713594198
1976,7,Other,2,Harmonia axyridis,0,3.351704e-07,4.385112e-05,0.99811137,2.7320237e-08,9.311363e-07,5.8961077e-06,1.5247503e-08,0.0018376231,0.9962737441528589
1978,0,Apis mellifera,7,Other,0,0.003920802,0.0006062359,1.951488e-05,1.7517334e-05,6.8066124e-06,0.0038650008,0.0003020805,0.9912621,0.9873412763699889
1979,7,Other,1,Vanessa atalanta,0,0.26022574,0.4281064,0.00011682495,1.5144591e-06,1.5400984e-07,7.014859e-06,0.16330677,0.1482356,0.27987079322338104
1985,7,Other,6,Nymphalis antiopa,0,0.2173964,0.00027904185,9.43606e-05,0.00044555223,2.4030614e-05,2.2924576e-05,0.6780685,0.10366916,0.57439935952425
1992,5,Vanessa cardui,1,Vanessa atalanta,0,0.052568823,0.49083754,7.389997e-07,0.0026537445,3.999165e-06,0.16356042,3.246116e-05,0.29034233,0.32727712392807007
1996,0,Apis mellifera,6,Nymphalis antiopa,0,0.0895271,3.7214995e-05,9.823751e-05,1.7346782e-05,0.0007047897,1.2814889e-05,0.9094874,0.00011498356,0.8199603259563446
2000,0,Apis mellifera,7,Other,0,0.0031832645,2.5065347e-05,7.0175265e-05,2.4936571e-05,5.819145e-08,8.232083e-06,1.8444557e-07,0.99668807,0.9935048033948988
2009,0,Apis mellifera,7,Other,0,0.0043798606,8.9707406e-05,3.3871933e-05,8.658596e-09,2.9088338e-07,7.3383667e-06,1.8433693e-06,0.99548703,0.9911071737296879
2010,0,Apis mellifera,1,Vanessa atalanta,0,0.0015681343,0.98694885,1.3727524e-06,0.00022524338,8.45074e-06,0.0011252969,0.008129925,0.0019927789,0.9853807134786621
2011,0,Apis mellifera,7,Other,0,0.028766785,0.03275651,0.00021602937,0.00020242704,8.821074e-06,0.0036050798,0.0022648594,0.9321795,0.903412725776434
2012,5,Vanessa cardui,7,Other,0,0.0015383968,0.000580794,4.926778e-05,6.472684e-06,5.70697e-05,0.024709836,0.00014814237,0.97291,0.9482001513242722
2013,0,Apis mellifera,7,Other,0,0.032887913,2.3224929e-07,3.5202927e-11,5.0169456e-06,4.7036307e-12,1.9906772e-09,1.276163e-10,0.9671068,0.9342189058661461
2015,5,Vanessa cardui,7,Other,0,0.00056857086,0.010677925,1.7806523e-06,0.0018027165,0.0001361938,0.2789957,0.0020435734,0.7057736,0.4267778992652893
2017,0,Apis mellifera,7,Other,0,0.45485365,1.565263e-07,8.23627e-09,5.612924e-08,7.7671956e-07,1.0202587e-07,1.9800613e-07,0.545145,0.09029132127761841
2019,7,Other,0,Apis mellifera,0,0.53238106,0.030018324,7.824553e-05,7.1483955e-05,0.0016220515,3.9254825e-05,0.4353818,0.0004077485,0.5319733092328534
2023,1,Vanessa atalanta,7,Other,0,7.697256e-05,1.2851021e-05,0.0024559328,0.0017807004,4.677961e-06,1.3519038e-06,0.0074447505,0.9882229,0.9882100460317815
2047,2,Harmonia axyridis,0,Apis mellifera,0,0.70152515,0.0050802683,0.07355411,0.19619799,1.3688008e-05,3.6920173e-07,0.00012363237,0.023504796,0.6279710382223129
2049,7,Other,1,Vanessa atalanta,0,1.608296e-08,0.54533035,7.7350063e-07,4.4306056e-08,3.3390637e-07,0.0013270989,0.453208,0.00013336998,0.5451969756541075
2050,0,Apis mellifera,7,Other,0,0.12664837,6.6903244e-06,7.307896e-06,0.00010636888,2.3428024e-06,1.6750737e-05,2.9500157e-05,0.8731827,0.7465343475341797
2059,0,Apis mellifera,7,Other,0,0.11206866,0.00036676013,6.6119736e-07,0.0027306785,2.6402018e-05,9.523876e-05,4.0537623e-05,0.8846712,0.7726025506854057
2064,1,Vanessa atalanta,7,Other,0,2.5371023e-07,0.00012150692,0.00016084574,0.00019098827,4.1364618e-07,9.7856755e-06,1.3051842e-05,0.999503,0.9993815095513128
2088,4,Coccinella septempunctata,0,Apis mellifera,0,0.5351743,0.09917784,0.03506027,4.1204832e-05,0.000122023026,3.961987e-07,0.08390342,0.24652062,0.5350522871813155
2096,1,Vanessa atalanta,7,Other,0,7.2703905e-08,0.0020685242,9.2983243e-10,0.002201808,3.4672855e-11,2.5810633e-07,0.00069155486,0.99503785,0.9929693294689059
2102,5,Vanessa cardui,7,Other,0,0.006566408,0.0017560767,2.9708052e-09,0.00013748322,4.329533e-06,0.023032462,9.510876e-07,0.9685024,0.9454699400812387
2111,6,Nymphalis antiopa,7,Other,0,8.2330425e-06,0.000979377,1.4931548e-07,1.6962127e-06,6.2433516e-09,2.315105e-06,1.9628637e-06,0.99900645,0.9990044873125044
2118,0,Apis mellifera,7,Other,0,0.009477329,0.0014308994,4.990401e-08,0.010810704,0.01871068,4.498913e-06,0.004908362,0.9546575,0.9451801655814052
2136,4,Coccinella septempunctata,7,Other,0,0.004475484,0.0013530977,3.530512e-05,2.2204476e-06,0.14785463,4.3417924e-05,4.3128157e-06,0.8462316,0.6983769536018372
2143,5,Vanessa cardui,1,Vanessa atalanta,0,0.1138074,0.6030525,0.15993841,1.1234738e-05,0.08611186,0.002246951,0.024280606,0.010551032,0.6008055459242314
2144,0,Apis mellifera,1,Vanessa atalanta,0,1.3902426e-06,0.8635664,0.0006317808,5.2728166e-05,0.0001944893,0.06258897,0.0005471162,0.07241706,0.863565008378032
2154,0,Apis mellifera,7,Other,0,0.0061249533,5.8700203e-05,1.793112e-05,5.552262e-07,6.977699e-05,1.7223816e-06,4.1228932e-07,0.99372596,0.9876010022126138
2160,0,Apis mellifera,5,Vanessa cardui,0,0.0020994816,0.11086995,7.824973e-05,0.00021654829,0.0021045632,0.68420666,0.0061102947,0.19431426,0.6821071829181165
2172,7,Other,1,Vanessa atalanta,0,0.01599189,0.72274595,0.00020619905,0.011094268,0.013228108,0.0068640173,0.21221767,0.017651914,0.7050940413028002
2183,5,Vanessa cardui,7,Other,0,1.8584552e-06,0.00011214117,1.0319525e-06,2.702358e-06,0.0014955242,0.12670094,9.405749e-06,0.8716764,0.7449754476547241
2184,7,Other,1,Vanessa atalanta,0,0.37645563,0.55929154,0.0006979433,6.7140325e-05,0.00023453304,0.0008839632,0.00011607603,0.062253118,0.49703842401504517
2188,0,Apis mellifera,7,Other,0,0.10173663,0.00047057608,8.55943e-07,4.877092e-06,1.3923295e-05,0.0005836829,5.319024e-06,0.897184,0.7954473868012428
2191,0,Apis mellifera,7,Other,0,0.0007411805,1.06141336e-07,2.868359e-11,4.0963374e-12,7.757246e-13,5.5190825e-09,4.0753487e-13,0.9992587,0.9985175165347755
2193,0,Apis mellifera,7,Other,0,0.07908371,3.061331e-05,7.4750897e-06,0.0003588863,4.7506333e-07,9.889317e-07,3.1212976e-06,0.92051476,0.841431051492691
2197,3,Pieris rapae,7,Other,0,8.917902e-15,1.1569589e-13,7.823563e-12,0.00022500727,2.374836e-09,3.8395884e-12,2.3145548e-13,0.999775,0.9995499851938803
2208,0,Apis mellifera,7,Other,0,0.15851714,0.011799124,1.8569132e-07,1.3929406e-05,2.2432532e-05,0.029570084,0.0071700355,0.792907,0.6343898624181747
2217,0,Apis mellifera,2,Harmonia axyridis,0,0.019976007,0.00018167628,0.67395097,0.00061655615,0.009807069,2.3190792e-06,4.4270746e-05,0.29542115,0.6539749633520842
2226,0,Apis mellifera,7,Other,0,0.011503868,6.071858e-08,4.8489534e-07,4.535456e-05,1.6847221e-07,2.956565e-07,4.985135e-07,0.9884493,0.9769454076886177
2234,2,Harmonia axyridis,6,Nymphalis antiopa,0,4.0019973e-11,7.631142e-09,0.00048650854,1.0167047e-09,4.344156e-07,4.2433154e-08,0.9994854,2.76581e-05,0.9989988649613224
2243,4,Coccinella septempunctata,3,Pieris rapae,0,0.0010306583,0.0027845583,1.9587751e-05,0.9884765,0.002328993,0.0010413681,2.2352353e-06,0.004316139,0.9861475217621773
2248,4,Coccinella septempunctata,7,Other,0,1.3258607e-05,1.4497409e-05,2.1500298e-06,3.6772622e-06,0.00021870788,1.7480626e-05,1.3415892e-07,0.99973005,0.9995113426848548
2268,2,Harmonia axyridis,7,Other,0,0.0089737475,0.033163186,0.2737692,0.00011670947,0.0062356247,0.00053809944,1.8886109e-06,0.6772016,0.4034324288368225
2276,7,Other,0,Apis mellifera,0,0.9229866,0.00036764654,5.078094e-05,9.816654e-05,6.455213e-07,9.0619105e-06,2.6951618e-06,0.07648438,0.8465022444725037
2286,0,Apis mellifera,7,Other,0,0.105018385,1.3614011e-05,3.2122809e-09,0.0005020026,1.0660439e-08,1.2486902e-05,5.1444452e-08,0.8944535,0.7894351407885551
2289,4,Coccinella septempunctata,1,Vanessa atalanta,0,0.18111056,0.2379658,0.00047154605,4.1095e-05,0.20537047,0.177481,0.00049672043,0.19706284,0.03259533643722534
2297,0,Apis mellifera,7,Other,0,4.793685e-05,5.1626914e-05,5.1190087e-05,1.3555631e-05,2.6717566e-05,0.0012552917,1.0974041e-07,0.9985536,0.9985056372352119
2300,0,Apis mellifera,3,Pieris rapae,0,0.022809904,1.6251859e-08,5.1920612e-08,0.9771723,2.5366458e-07,3.778099e-09,1.4333463e-08,1.7586155e-05,0.9543624110519886
2308,0,Apis mellifera,7,Other,0,0.13286662,0.027661087,2.008575e-05,0.00044517627,7.998559e-05,0.00028537467,0.09589425,0.7427474,0.609880805015564
2311,0,Apis mellifera,7,Other,0,0.04688827,0.00014957812,0.0004524417,0.00014285577,0.4409646,0.016769728,2.465142e-07,0.49463233,0.44774406403303146
2317,7,Other,3,Pieris rapae,0,0.0035495914,0.03165547,3.2005659e-07,0.8293408,2.8260672e-06,0.00022738082,0.073442355,0.061781257,0.7675595581531525
