sample_id,true_label,true_class,predicted_label,predicted_class,correct,prob_Apis mellifera,prob_Vanessa atalanta,prob_Harmonia axyridis,prob_Pieris rapae,prob_Coccinella septempunctata,prob_Vanessa cardui,prob_Nymphalis antiopa,prob_Other
675,1,Vanessa atalanta,1,Vanessa atalanta,1,2.4912183e-10,0.99995804,2.6927997e-15,3.474868e-10,1.1932789e-14,3.773652e-11,4.1915697e-05,1.7442856e-11
676,7,Other,7,Other,1,1.215932e-08,8.449656e-06,3.226456e-05,2.915387e-06,4.362773e-05,4.0438026e-06,3.3643068e-09,0.9999087
677,7,Other,7,Other,1,1.8547383e-09,1.0941109e-05,1.383306e-07,2.1143208e-07,8.407878e-08,1.7038753e-08,1.7120954e-07,0.99998844
678,7,Other,7,Other,1,0.00019928928,0.09331347,2.4294602e-06,0.00023445248,1.3294732e-06,0.0003971079,4.813927e-05,0.9058038
679,1,Vanessa atalanta,1,Vanessa atalanta,1,2.759488e-08,0.99997735,2.0192632e-05,1.11528585e-10,1.6124759e-06,6.5971534e-07,2.1300207e-07,4.3639645e-08
680,3,Pieris rapae,3,Pieris rapae,1,7.501094e-07,2.2203704e-07,1.422719e-10,0.9995172,5.6244953e-10,6.9387975e-06,1.410988e-06,0.00047345395
681,6,Nymphalis antiopa,6,Nymphalis antiopa,1,1.3959948e-09,5.437204e-08,9.926614e-10,6.309789e-06,1.7158196e-09,3.5478976e-07,0.99064976,0.00934358
682,7,Other,7,Other,1,3.4705988e-12,3.9960638e-10,1.4097165e-13,2.6687012e-08,5.266038e-14,4.3661594e-09,7.079049e-12,1.0
683,7,Other,7,Other,1,7.3345086e-10,1.4326334e-11,5.7395684e-13,9.903409e-11,3.5701696e-08,7.0217226e-08,4.962443e-11,0.9999999
684,0,Apis mellifera,7,Other,0,0.015155458,4.4977245e-08,7.345041e-08,4.7674888e-07,2.3177796e-08,5.439313e-07,3.2086807e-09,0.9848433
685,7,Other,7,Other,1,2.7154982e-07,2.3621338e-07,1.06433774e-07,2.6235247e-08,1.8474994e-09,4.3881476e-09,9.1242836e-10,0.9999994
686,5,Vanessa cardui,5,Vanessa cardui,1,2.7117775e-15,1.5799163e-09,1.111002e-16,6.033277e-12,2.605404e-16,1.0,3.4557064e-14,8.626983e-13
687,7,Other,7,Other,1,7.715932e-11,1.4706669e-10,4.8644706e-09,1.4582714e-07,9.612661e-10,4.178995e-11,1.096241e-10,0.9999999
688,2,Harmonia axyridis,7,Other,0,7.231866e-05,3.4799964e-06,1.22859e-09,5.2557207e-06,0.008551207,8.144455e-05,0.000887003,0.9903992
689,7,Other,4,Coccinella septempunctata,0,1.2075076e-06,4.9180798e-08,0.1174005,1.17383685e-07,0.8825979,1.3671185e-09,3.5851624e-08,2.2196645e-07
690,7,Other,7,Other,1,5.235306e-09,1.3501489e-11,1.497003e-08,4.3693375e-11,1.6113883e-12,4.4951513e-13,1.3073356e-13,1.0
691,6,Nymphalis antiopa,6,Nymphalis antiopa,1,1.6356764e-06,3.794977e-05,1.4375185e-08,6.1332133e-07,5.6480387e-10,5.5469947e-08,0.9999597,1.121886e-07
692,7,Other,7,Other,1,1.22854175e-11,7.925325e-10,1.07843166e-08,3.5842305e-09,6.874566e-10,4.639228e-11,1.9943435e-08,1.0
693,0,Apis mellifera,0,Apis mellifera,1,0.99999595,3.0546364e-08,1.2621855e-08,7.780431e-09,2.1307214e-10,1.581738e-08,4.0899395e-09,3.985149e-06
694,7,Other,4,Coccinella septempunctata,0,3.0003364e-06,1.1476282e-06,5.866429e-06,8.26256e-08,0.9911004,1.0652404e-07,4.127985e-08,0.008889463
695,7,Other,7,Other,1,2.4150875e-05,1.7316428e-06,3.783769e-09,2.9922575e-07,4.4899448e-07,1.360296e-06,1.4480462e-07,0.99997187
696,7,Other,7,Other,1,2.7540273e-10,4.1994383e-10,2.0685277e-06,1.0911447e-07,1.37826e-06,3.9213832e-10,1.2301646e-11,0.9999964
697,7,Other,7,Other,1,9.230743e-12,7.6956426e-13,4.20527e-11,1.2764534e-11,6.849945e-10,4.6348014e-09,3.1703637e-12,1.0
698,7,Other,7,Other,1,1.3552085e-07,8.1238785e-09,3.0080307e-06,0.0022042515,2.5249616e-07,1.7519303e-08,3.870982e-05,0.9977537
699,7,Other,7,Other,1,4.3024033e-17,2.3020525e-11,1.2713507e-07,7.815052e-06,9.0041447e-11,1.8750427e-11,1.1327173e-09,0.999992
700,7,Other,7,Other,1,2.8556362e-09,1.8167428e-09,1.0035929e-10,9.45499e-10,1.3250351e-11,3.851682e-09,1.3453188e-11,1.0
701,4,Coccinella septempunctata,4,Coccinella septempunctata,1,2.489967e-06,0.00019304865,0.024190916,0.0001615514,0.7967398,0.00018440938,0.0022052198,0.1763225
702,2,Harmonia axyridis,2,Harmonia axyridis,1,1.8435863e-10,3.1615258e-08,0.9986797,1.2680497e-09,1.1209326e-06,9.522762e-07,0.0013182188,2.786637e-09
703,7,Other,7,Other,1,3.451083e-10,4.151816e-15,3.6232965e-11,2.9005201e-11,5.104129e-09,7.0137277e-13,1.4146646e-13,1.0
704,7,Other,2,Harmonia axyridis,0,9.835792e-09,1.7579176e-05,0.9988399,2.7578545e-07,2.0022226e-05,3.9645615e-06,2.0786342e-08,0.0011182402
705,7,Other,7,Other,1,0.000118922384,4.5089226e-07,2.481288e-07,5.335417e-06,0.0027960304,3.4338225e-06,6.8453477e-07,0.99707484
706,7,Other,7,Other,1,2.8610387e-09,1.2200738e-08,1.5606359e-07,4.1307354e-05,9.825045e-08,2.3418897e-07,3.9157367e-06,0.9999542
707,0,Apis mellifera,7,Other,0,0.0008043382,3.484179e-07,2.901026e-10,3.9624334e-07,2.1642666e-06,0.0022811291,2.4600118e-07,0.99691147
708,3,Pieris rapae,3,Pieris rapae,1,1.2973239e-06,9.602209e-07,1.5933225e-08,0.99981827,4.878617e-10,2.063671e-08,3.052751e-10,0.00017943548
709,7,Other,7,Other,1,1.7793957e-09,8.197937e-13,1.2601233e-13,9.1016045e-10,9.3766266e-11,1.9643312e-07,1.3293748e-13,0.99999976
710,0,Apis mellifera,7,Other,0,0.0007677248,5.8469723e-08,2.8736144e-11,2.175925e-08,6.743682e-10,1.0185678e-05,6.183749e-10,0.9992219
711,7,Other,7,Other,1,1.5200867e-05,2.1190974e-07,0.00022316964,1.5018333e-08,0.00019229857,1.229801e-07,3.7127443e-06,0.9995653
712,7,Other,7,Other,1,1.7531606e-08,2.258602e-09,3.0852564e-11,4.4081405e-09,8.54844e-10,1.6444581e-09,2.7658844e-08,1.0
713,7,Other,7,Other,1,0.0001305664,1.4255279e-06,9.73496e-05,3.2561677e-06,1.09383745e-05,3.571363e-05,0.0019729873,0.9977477
714,0,Apis mellifera,0,Apis mellifera,1,0.9999999,2.4344513e-10,1.9104371e-13,4.6425908e-11,3.0895885e-12,6.0636124e-10,1.8986757e-12,9.6136056e-08
715,0,Apis mellifera,0,Apis mellifera,1,0.99988174,1.1344197e-08,1.8873026e-12,8.247107e-09,3.0022282e-13,9.729777e-10,1.8003204e-08,0.00011819016
716,7,Other,7,Other,1,6.383403e-09,5.992844e-07,2.6698393e-05,2.2684024e-08,6.0556704e-06,2.7765986e-05,3.8862566e-07,0.9999385
717,7,Other,7,Other,1,7.9332847e-07,9.801485e-07,3.219925e-06,2.5834914e-09,2.5460595e-05,4.77295e-09,4.369523e-10,0.9999695
718,7,Other,3,Pieris rapae,0,1.50897e-05,2.5748026e-05,4.8502477e-07,0.9556669,1.5169996e-07,4.978435e-05,0.00440058,0.03984133
719,6,Nymphalis antiopa,6,Nymphalis antiopa,1,3.9491077e-09,8.052392e-07,1.2246885e-09,1.2046395e-09,1.35260666e-11,2.3789026e-11,0.99999905,6.662651e-08
720,7,Other,7,Other,1,6.5196905e-14,6.98105e-11,2.5961852e-10,5.3028252e-11,3.4405933e-14,2.1579505e-12,1.1475876e-13,1.0
721,0,Apis mellifera,0,Apis mellifera,1,0.6892539,0.000604692,5.3315152e-06,0.00013995972,0.00091772305,0.30244753,0.00028635064,0.006344535
722,5,Vanessa cardui,5,Vanessa cardui,1,1.8232933e-05,1.8772764e-05,2.0886009e-07,1.9779434e-09,9.5618234e-05,0.7085776,5.881059e-06,0.29128373
723,0,Apis mellifera,0,Apis mellifera,1,0.999982,5.0082387e-09,9.567284e-08,1.6776205e-05,6.469718e-09,7.392561e-11,3.6183938e-09,1.0397342e-06
724,7,Other,7,Other,1,6.9318084e-08,1.34304e-10,1.0077024e-08,2.6034469e-08,3.2096906e-10,2.6849918e-09,1.1748753e-10,0.9999999
725,7,Other,7,Other,1,1.8994395e-09,1.7538019e-09,1.8694601e-09,4.7619477e-09,8.1651616e-11,1.0236159e-09,1.0774673e-12,1.0
726,7,Other,7,Other,1,1.746806e-07,4.967813e-07,5.5178107e-09,9.278159e-09,4.238752e-06,0.0009449514,5.657185e-07,0.9990495
727,7,Other,7,Other,1,7.2969506e-08,1.47252885e-08,2.1122268e-08,2.651274e-07,1.03905805e-07,7.861591e-10,1.518681e-08,0.9999995
728,0,Apis mellifera,0,Apis mellifera,1,0.8802723,1.19485e-06,0.0031218333,3.958472e-05,5.293642e-05,0.0013407414,1.4272008e-06,0.11517001
729,5,Vanessa cardui,5,Vanessa cardui,1,1.4010026e-08,1.7549224e-05,5.531458e-10,1.19587265e-08,8.775605e-11,0.9999825,1.194621e-12,1.1292547e-13
730,7,Other,7,Other,1,1.1535405e-10,5.1563313e-07,5.65394e-08,5.416036e-09,5.543752e-10,4.9465103e-07,3.0501271e-06,0.9999958
731,7,Other,7,Other,1,0.057818588,4.6352806e-08,3.395192e-08,9.0484974e-07,1.1073722e-11,6.26625e-08,2.1783942e-06,0.9421782
732,7,Other,7,Other,1,2.9374976e-07,0.004607792,2.2155109e-09,1.5606818e-06,3.155675e-06,5.7856e-06,1.2029513e-05,0.9953695
733,7,Other,7,Other,1,6.142346e-11,1.5489435e-10,6.063529e-11,1.7310905e-08,1.9108495e-09,4.1669104e-09,6.2899413e-10,1.0
734,2,Harmonia axyridis,2,Harmonia axyridis,1,1.3257155e-09,3.841844e-11,0.9999974,5.209627e-11,2.5623597e-06,3.1870485e-11,7.43032e-11,6.472307e-10
735,7,Other,7,Other,1,1.0966055e-05,0.00044291135,0.00014011981,8.943015e-06,3.206111e-06,8.9562015e-08,1.7343962e-05,0.99937636
736,2,Harmonia axyridis,2,Harmonia axyridis,1,1.795922e-05,1.4021344e-10,0.99991167,2.655051e-09,2.8108425e-05,2.0652068e-08,1.0812795e-08,4.221144e-05
737,1,Vanessa atalanta,1,Vanessa atalanta,1,0.0018541627,0.99809664,2.8724844e-07,4.6373854e-05,2.2486175e-09,8.7407415e-09,2.206925e-06,2.794191e-07
738,7,Other,7,Other,1,2.1092504e-14,3.0387417e-13,5.8124966e-14,4.7373827e-11,1.7500666e-12,3.2947383e-09,1.9687687e-11,1.0
739,7,Other,7,Other,1,6.7940305e-06,0.08541803,0.0012038333,7.86501e-06,6.792903e-06,0.00018701321,0.041275717,0.8718939
740,6,Nymphalis antiopa,6,Nymphalis antiopa,1,0.0012652032,0.00077661953,5.3777876e-07,5.6391987e-06,0.00010817404,3.1824545e-06,0.9698722,0.027968397
741,3,Pieris rapae,3,Pieris rapae,1,7.8821116e-10,7.5080395e-09,4.5083815e-12,0.90234417,7.185761e-09,0.0033876167,3.2238444e-07,0.09426794
742,5,Vanessa cardui,5,Vanessa cardui,1,0.06065649,0.11817651,0.015486119,0.0023071521,0.1459326,0.56549394,0.023785692,0.06816156
743,7,Other,7,Other,1,7.1861067e-10,2.100731e-10,1.293181e-11,1.5160076e-08,6.7288934e-14,2.0972427e-11,1.6934267e-08,1.0
744,7,Other,7,Other,1,1.3824904e-08,6.1515637e-10,1.2310978e-08,3.799701e-08,2.3218247e-08,4.6372126e-10,2.4622365e-10,0.9999999
745,7,Other,7,Other,1,0.00076774217,0.1827267,1.3561226e-05,0.00017256514,3.2124046e-06,5.7560428e-05,0.080974996,0.7352837
746,4,Coccinella septempunctata,7,Other,0,4.432342e-09,0.0009634379,4.7410853e-07,5.7256262e-08,0.20084645,2.394901e-07,3.420904e-08,0.7981893
747,2,Harmonia axyridis,2,Harmonia axyridis,1,5.5078704e-06,0.00027842796,0.99802077,5.1899747e-06,0.0016862074,6.680158e-08,3.4206695e-07,3.3724662e-06
748,7,Other,7,Other,1,6.52114e-07,5.7105194e-07,5.8643956e-09,0.0029124583,2.464075e-06,0.0011132539,2.4622402e-08,0.9959706
749,2,Harmonia axyridis,2,Harmonia axyridis,1,7.8402446e-10,1.03929323e-10,0.9999393,1.8249953e-09,3.4926206e-08,4.7962667e-10,6.9829404e-08,6.056216e-05
750,7,Other,7,Other,1,4.7260024e-10,1.3190319e-09,3.6877748e-14,2.47789e-11,5.293682e-09,4.2002304e-07,5.9807265e-10,0.9999995
751,1,Vanessa atalanta,1,Vanessa atalanta,1,5.0092044e-08,0.9980781,7.268207e-06,1.4536959e-09,2.1512049e-06,3.1722361e-06,0.0019090646,1.9547258e-07
752,7,Other,7,Other,1,0.049630303,0.0014620457,1.4324408e-05,4.666045e-05,5.8752194e-05,0.02976978,0.0006173558,0.9184007
753,7,Other,7,Other,1,9.604109e-09,1.6348384e-09,3.9057403e-12,1.7862547e-13,7.402616e-14,4.6636077e-11,4.3843705e-12,1.0
754,0,Apis mellifera,0,Apis mellifera,1,0.70268863,1.5223882e-06,2.2851302e-07,6.15692e-07,6.228091e-08,1.6498362e-08,1.3545302e-07,0.29730877
755,7,Other,0,Apis mellifera,0,0.44869918,0.0058390447,0.002447296,0.0072358907,0.25497875,0.0036716948,0.003557056,0.27357107
756,7,Other,7,Other,1,3.4235425e-12,8.476551e-08,2.3257725e-07,4.8521054e-10,1.2810494e-09,7.947934e-11,1.5045766e-08,0.99999964
757,1,Vanessa atalanta,1,Vanessa atalanta,1,4.0184255e-11,0.9999999,1.3631591e-11,1.8072286e-12,1.7175073e-12,1.1982438e-07,2.661099e-10,4.163269e-10
758,7,Other,7,Other,1,3.600514e-11,2.5864047e-13,4.752665e-13,5.705507e-12,3.6378865e-11,7.2151703e-13,4.113557e-14,1.0
759,3,Pieris rapae,3,Pieris rapae,1,1.8562641e-11,8.9137736e-13,1.01389115e-14,0.9999974,8.970197e-12,1.0978118e-10,5.5705076e-12,2.5967506e-06
760,0,Apis mellifera,7,Other,0,0.03927098,0.03436015,3.1882414e-07,0.01013572,2.6289288e-05,0.000959169,0.0008223902,0.914425
761,3,Pieris rapae,3,Pieris rapae,1,1.1102903e-09,5.3704294e-09,5.9620187e-10,0.99999285,1.6308729e-11,2.526532e-08,1.5995593e-09,7.13917e-06
762,7,Other,7,Other,1,0.0071979747,0.25448132,2.3038789e-05,0.00015555565,0.00025436672,0.0016591899,0.0022368047,0.73399174
763,0,Apis mellifera,7,Other,0,0.030523697,4.994971e-09,7.233605e-09,1.6240364e-07,1.675e-08,0.0014105944,2.901919e-07,0.96806514
764,0,Apis mellifera,0,Apis mellifera,1,0.78618944,8.624193e-06,2.65795e-08,0.004035121,6.33179e-06,5.0058905e-05,1.1798419e-06,0.20970929
765,5,Vanessa cardui,5,Vanessa cardui,1,1.3626355e-05,8.127595e-06,7.564571e-07,7.9317846e-07,7.1087237e-07,0.99988246,5.2603387e-05,4.0877912e-05
766,2,Harmonia axyridis,2,Harmonia axyridis,1,6.7953525e-11,1.8790534e-07,0.9998857,1.30184e-08,0.000114012706,3.1273007e-13,1.6228534e-12,3.9844775e-08
767,7,Other,7,Other,1,2.5949618e-07,4.4121807e-14,3.509604e-07,7.7049606e-10,1.2111505e-07,5.960945e-13,1.3555461e-11,0.9999993
768,7,Other,7,Other,1,6.190066e-09,8.3161306e-10,5.8919386e-10,5.585434e-10,4.1351983e-10,1.1765444e-09,2.0066299e-08,1.0
769,7,Other,7,Other,1,9.506036e-06,3.3605907e-06,2.5604725e-06,5.592303e-06,1.463451e-07,4.5129013e-08,2.1540467e-09,0.9999788
770,0,Apis mellifera,7,Other,0,0.011678248,2.1476235e-06,2.268225e-10,5.6644614e-05,3.7432503e-08,0.00024359144,2.1537795e-05,0.9879978
771,7,Other,2,Harmonia axyridis,0,8.284394e-05,9.244704e-05,0.906453,3.742672e-05,3.4913942e-06,2.0785958e-05,9.661457e-06,0.09330042
772,7,Other,7,Other,1,1.9079884e-07,1.2179634e-10,4.5012762e-13,9.665263e-13,8.037877e-12,8.327505e-11,4.2340133e-13,0.99999976
773,3,Pieris rapae,3,Pieris rapae,1,7.926742e-11,8.099079e-09,2.1141866e-12,1.0,8.508719e-13,2.6718663e-10,1.8052083e-10,8.3058e-09
774,7,Other,7,Other,1,4.872758e-15,6.996019e-11,2.4971063e-11,3.0046074e-12,5.998719e-11,6.190086e-10,3.4023167e-08,1.0
775,7,Other,7,Other,1,9.215799e-10,7.033965e-11,7.3429396e-09,4.5507775e-09,8.797526e-12,1.9176315e-11,3.048412e-14,1.0
776,7,Other,7,Other,1,0.00027797555,2.1250138e-07,9.801046e-08,1.0943991e-08,2.1953983e-07,2.2491106e-06,3.739999e-08,0.9997192
777,0,Apis mellifera,0,Apis mellifera,1,0.7119805,0.0011598341,0.00028994953,0.008569511,0.0014737174,0.00028867152,0.27060544,0.0056323293
778,7,Other,7,Other,1,2.6602978e-10,8.8475885e-12,1.5303366e-11,2.1972517e-10,1.5547101e-09,5.050118e-11,2.1142178e-13,1.0
779,7,Other,7,Other,1,0.0011269221,4.4450942e-07,4.4216935e-12,1.359546e-05,4.1150527e-09,2.3939387e-05,5.028148e-06,0.99883014
780,4,Coccinella septempunctata,4,Coccinella septempunctata,1,3.372452e-13,6.437886e-14,3.4451606e-12,1.5414766e-12,1.0,3.335773e-11,2.62911e-13,1.1154361e-11
781,5,Vanessa cardui,5,Vanessa cardui,1,7.692969e-08,7.7239366e-07,1.7709409e-08,8.9545454e-10,1.6513173e-10,0.99999905,2.971008e-10,1.7747527e-07
782,7,Other,7,Other,1,1.4875793e-11,1.1313098e-09,2.0357303e-13,3.426631e-10,1.6308447e-14,1.4567911e-11,7.028711e-10,1.0
783,0,Apis mellifera,7,Other,0,0.0049653514,8.8078224e-07,3.1431554e-08,1.5203025e-07,0.0001275027,0.0013302926,2.527548e-08,0.99357575
784,7,Other,7,Other,1,9.528657e-12,1.3194556e-11,6.889098e-12,1.2032194e-07,5.5426693e-07,6.3954055e-09,2.2292182e-10,0.9999993
785,0,Apis mellifera,0,Apis mellifera,1,0.8674945,0.12175159,2.3711249e-07,0.008254529,3.6452326e-05,0.0024129732,2.0109857e-05,2.9547708e-05
786,7,Other,7,Other,1,7.999507e-12,4.028372e-15,4.2451804e-14,1.7086959e-06,9.601079e-11,1.6056876e-13,5.3417154e-15,0.99999833
787,3,Pieris rapae,3,Pieris rapae,1,2.0738534e-08,8.607909e-08,3.4714565e-11,0.9993407,8.2662727e-10,2.1465928e-08,9.286158e-09,0.00065907184
788,0,Apis mellifera,0,Apis mellifera,1,0.9575816,0.0004248952,0.00012451482,4.6908764e-05,7.181511e-06,5.242452e-05,0.02720495,0.0145574855
789,7,Other,7,Other,1,0.35108545,1.4705357e-05,2.5556188e-05,1.3191146e-06,8.3479405e-05,0.00014049122,6.198396e-08,0.648649
790,7,Other,7,Other,1,7.495266e-12,2.431322e-10,2.9642032e-11,3.0354531e-05,8.895185e-07,4.913768e-10,1.5481302e-10,0.99996877
791,7,Other,7,Other,1,9.102575e-07,0.0014734394,8.418093e-06,1.0331503e-06,6.681301e-08,6.000107e-06,0.0016961074,0.9968141
792,5,Vanessa cardui,5,Vanessa cardui,1,4.208655e-07,4.9322603e-05,8.170393e-11,4.307981e-08,5.2090797e-08,0.9999442,1.4603536e-08,5.9618433e-06
793,7,Other,7,Other,1,9.286027e-06,3.1439067e-05,6.663536e-08,3.0317957e-05,4.6885464e-07,7.2150215e-07,1.9057607e-06,0.99992573
794,7,Other,7,Other,1,1.8072582e-10,1.982381e-09,1.5711272e-08,4.1280238e-08,2.1730377e-09,9.59889e-09,3.6347003e-09,1.0
795,0,Apis mellifera,0,Apis mellifera,1,0.8823338,0.00067871786,7.49139e-05,4.0741754e-05,8.4506675e-05,0.0004894798,5.7910627e-05,0.116239816
796,7,Other,7,Other,1,1.2636985e-12,3.0177003e-13,1.428445e-15,5.5642282e-11,7.0472074e-18,1.3762188e-15,1.2036752e-14,1.0
797,7,Other,7,Other,1,4.0807335e-09,7.77076e-08,3.405822e-10,8.263794e-08,0.001980572,7.634353e-08,2.820907e-12,0.9980192
798,0,Apis mellifera,0,Apis mellifera,1,0.743857,9.1677895e-05,3.7600248e-07,7.3600204e-06,6.058955e-07,0.102528356,1.37285115e-05,0.15350087
799,7,Other,7,Other,1,8.607342e-08,1.4930819e-05,6.20415e-06,1.3579457e-06,1.9171925e-06,4.061072e-05,6.126754e-06,0.99992883
800,2,Harmonia axyridis,1,Vanessa atalanta,0,0.00021555791,0.9946004,0.0031034863,0.00011062613,0.0002628211,0.0013076318,0.000100252146,0.00029921826
801,7,Other,7,Other,1,7.78434e-12,2.132813e-09,4.375056e-12,4.2356849e-10,7.1058784e-11,2.1593207e-09,1.8347284e-13,1.0
802,0,Apis mellifera,0,Apis mellifera,1,0.9950429,2.5281406e-07,9.446565e-10,1.382243e-06,7.52066e-11,8.002813e-06,5.840245e-09,0.0049474244
803,4,Coccinella septempunctata,4,Coccinella septempunctata,1,4.3677096e-06,5.543018e-08,4.362978e-05,5.6575644e-08,0.99995005,1.3990898e-09,1.5897719e-07,1.661325e-06
804,3,Pieris rapae,3,Pieris rapae,1,9.999175e-09,1.0524907e-06,2.944842e-07,0.99871886,1.0892691e-06,0.0001948163,4.1373062e-07,0.0010835552
805,2,Harmonia axyridis,2,Harmonia axyridis,1,2.372935e-08,7.428959e-12,0.9999845,8.7326496e-10,1.5544343e-05,1.1262725e-11,5.7248786e-11,6.1925653e-10
806,3,Pieris rapae,3,Pieris rapae,1,9.42138e-06,3.8387968e-10,1.3607263e-11,0.99977,6.922254e-10,1.03802336e-07,6.087141e-10,0.00022055504
807,7,Other,7,Other,1,1.450511e-07,5.994736e-08,0.0039932816,6.530354e-05,3.3290178e-06,7.424272e-08,9.426722e-09,0.9959378
808,2,Harmonia axyridis,7,Other,0,1.1880668e-07,9.157308e-07,0.012243398,5.456681e-07,2.8785806e-07,5.8843025e-10,4.5931986e-07,0.9877543
809,7,Other,7,Other,1,3.3468506e-08,4.378547e-09,3.3080663e-12,0.0021531743,2.1991176e-11,8.083938e-07,1.5482293e-07,0.9978459
810,2,Harmonia axyridis,2,Harmonia axyridis,1,1.7656723e-10,2.2995549e-12,0.9999999,3.3700347e-09,1.183016e-09,3.0836222e-10,1.0977872e-10,7.651052e-08
811,2,Harmonia axyridis,2,Harmonia axyridis,1,7.6436396e-07,0.000669589,0.9933001,4.0230393e-07,0.0001689507,2.0721345e-08,1.0616403e-06,0.0058592465
812,6,Nymphalis antiopa,6,Nymphalis antiopa,1,1.1638995e-12,2.7063782e-09,1.605433e-11,1.4011562e-07,1.3957326e-10,8.679266e-08,0.99997807,2.1697619e-05
813,7,Other,7,Other,1,4.9778624e-08,9.0614066e-08,2.9259843e-07,1.3818202e-06,1.9529327e-07,3.7953805e-07,1.15230165e-07,0.9999975
814,7,Other,7,Other,1,0.00023352921,1.8998911e-05,4.4607376e-07,0.006261127,0.00014950715,0.00026217612,0.0017006593,0.9913735
815,7,Other,7,Other,1,1.4349691e-09,1.3141773e-09,5.32223e-09,7.5734424e-06,9.642909e-08,2.3038942e-09,0.00011895696,0.9998733
816,7,Other,7,Other,1,1.2684036e-07,6.417079e-08,9.48707e-11,2.8976456e-07,3.7536294e-12,1.840358e-07,1.0457054e-05,0.9999888
817,7,Other,7,Other,1,8.9060544e-11,1.019294e-10,2.3169575e-09,1.2090763e-07,1.341167e-09,5.1871226e-11,5.995119e-10,0.9999999
818,7,Other,7,Other,1,9.635045e-06,7.0895427e-09,0.00025819452,2.4764295e-06,9.017757e-07,3.094607e-08,1.7504432e-08,0.99972874
819,7,Other,7,Other,1,4.491051e-07,3.944562e-06,9.1452314e-08,1.8134907e-08,1.271009e-07,3.7769946e-06,5.946106e-06,0.9999856
820,7,Other,1,Vanessa atalanta,0,0.030715505,0.52322084,0.0033155945,0.019376354,1.3055263e-06,0.006259894,0.0010378535,0.41607273
821,7,Other,7,Other,1,3.1310544e-13,2.2157237e-13,4.7284393e-10,1.3453053e-12,9.8920275e-11,3.5844672e-14,1.5110308e-08,1.0
822,7,Other,7,Other,1,3.0749354e-11,3.3036737e-10,1.9877537e-10,3.0121504e-07,1.7688663e-09,4.3410595e-09,1.0875789e-06,0.99999857
823,3,Pieris rapae,3,Pieris rapae,1,5.892964e-07,6.79956e-07,1.7795098e-07,0.99983776,1.3888903e-10,3.0949384e-08,3.460938e-06,0.0001572538
824,7,Other,7,Other,1,6.948218e-05,7.019295e-07,1.9719264e-06,0.024472848,5.3386408e-08,2.7886833e-06,3.5099388e-06,0.97544867
825,7,Other,7,Other,1,1.4658508e-07,9.472362e-08,2.8857597e-10,1.7385648e-08,1.1178586e-09,9.148982e-06,3.8567828e-07,0.9999902
826,7,Other,7,Other,1,1.9423396e-06,2.2094532e-08,1.8582614e-07,6.176193e-10,3.9046464e-11,5.321348e-10,4.0094236e-10,0.99999785
827,7,Other,7,Other,1,6.306777e-08,1.7940065e-08,9.683666e-12,2.1195748e-10,3.75637e-09,2.0241948e-10,1.6718476e-11,0.9999999
828,1,Vanessa atalanta,1,Vanessa atalanta,1,4.3009168e-10,0.9999291,2.8149854e-12,2.2080815e-10,1.7820524e-12,2.1854195e-05,3.5379426e-08,4.9068087e-05
829,7,Other,7,Other,1,1.622268e-13,5.9286756e-11,6.320702e-08,1.9715357e-05,1.9947505e-05,2.1086362e-10,1.7177365e-13,0.9999603
830,7,Other,7,Other,1,4.819282e-07,6.891208e-05,5.6688663e-05,0.00010526864,0.0004070154,1.0955411e-05,0.0023304499,0.99702007
831,0,Apis mellifera,0,Apis mellifera,1,0.7991566,2.726549e-07,1.7522756e-05,3.6738435e-05,1.9036397e-05,3.775945e-07,1.07287885e-08,0.20076938
832,7,Other,7,Other,1,2.6470505e-11,8.3533136e-14,4.617592e-14,3.3147544e-11,3.7855766e-14,4.9868547e-12,2.7696389e-11,1.0
833,7,Other,0,Apis mellifera,0,0.5288774,0.002340329,0.00032771492,1.9466182e-05,0.0017242061,0.00010104717,0.00027656645,0.46633333
834,0,Apis mellifera,7,Other,0,0.00067690003,4.058601e-05,4.080439e-07,4.3502265e-08,1.0917549e-06,3.99043e-07,1.1715346e-06,0.9992793
835,7,Other,7,Other,1,1.3105795e-08,3.273797e-09,2.8319987e-12,1.12198736e-10,6.526917e-11,1.2534478e-09,2.0882737e-11,1.0
836,4,Coccinella septempunctata,4,Coccinella septempunctata,1,8.1538545e-09,1.5853934e-11,6.816626e-08,1.021789e-11,0.9999999,6.5642045e-12,9.830948e-12,3.5065565e-08
837,7,Other,7,Other,1,0.0013203819,0.0010304486,5.412971e-06,8.324772e-05,0.0008302078,0.0011806234,0.00084728084,0.9947024
838,7,Other,7,Other,1,1.8313897e-09,2.2245338e-11,7.6825435e-10,7.5951495e-11,4.4726254e-09,5.004669e-10,1.2634666e-09,1.0
839,0,Apis mellifera,7,Other,0,0.0020927503,0.00035679564,8.8911456e-08,1.6686848e-06,3.053595e-07,6.3650816e-07,3.6643817e-06,0.997544
840,7,Other,7,Other,1,3.299824e-09,2.3169032e-07,1.0302508e-10,4.032536e-07,1.1908944e-08,2.1992733e-08,8.5618307e-10,0.9999994
841,5,Vanessa cardui,5,Vanessa cardui,1,1.6646757e-11,6.5301986e-09,8.955696e-18,2.7294472e-11,1.8622755e-12,1.0,9.337689e-14,1.0492068e-08
